persona,question,average_score,uncertainty
95,21,4.0,0.0
95,22,5.0,0.0
95,23,5.0,0.0
95,24,4.0,0.0
95,25,4.0,0.0
95,26,2.8,0.6324555320336759
95,27,1.0,0.0
95,28,5.0,0.0
95,29,4.0,0.0
95,30,3.0,0.0
95,31,1.0,0.0
95,32,3.1,0.31622776601683794
96,1,3.0,0.0
96,2,4.0,0.0
96,3,2.1,0.31622776601683794
96,4,2.1,0.31622776601683794
96,5,3.0,0.0
96,6,2.0,0.0
96,7,4.0,0.0
96,8,4.0,0.0
96,9,2.1,0.31622776601683794
96,10,2.3,0.48304589153964794
96,11,3.0,0.0
96,12,3.2,0.4216370213557839
96,13,4.0,0.0
96,14,2.4,0.5163977794943223
96,15,3.0,0.0
96,16,2.1,0.31622776601683794
96,17,4.0,0.0
96,18,4.0,0.0
96,19,3.0,0.0
96,20,3.4,0.5163977794943223
96,21,4.0,0.0
96,22,4.2,0.4216370213557839
96,23,4.6,0.5163977794943222
96,24,3.0,0.0
96,25,4.0,0.0
96,26,2.9,0.31622776601683794
96,27,2.8,0.4216370213557839
96,28,3.4,0.5163977794943223
96,29,3.1,0.31622776601683794
96,30,3.0,0.0
96,31,2.0,0.0
96,32,3.2,0.4216370213557839
97,1,4.0,0.0
97,2,4.0,0.0
97,3,2.7,0.48304589153964794
97,4,2.6,0.5163977794943223
97,5,3.8,0.4216370213557839
97,6,2.0,0.6666666666666666
97,7,4.0,0.0
97,8,4.0,0.0
97,9,3.0,0.0
97,10,2.8,0.4216370213557839
97,11,3.6,0.5163977794943223
97,12,4.0,0.0
97,13,4.0,0.0
97,14,2.9,0.31622776601683794
97,15,4.0,0.0
97,16,2.2,0.4216370213557839
97,17,4.0,0.0
97,18,4.0,0.0
97,19,4.0,0.0
97,20,3.0,0.0
97,21,3.0,0.0
97,22,5.0,0.0
97,23,5.0,0.0
97,24,3.0,0.0
97,25,3.0,0.0
97,26,3.0,0.0
97,27,3.0,0.0
97,28,3.0,0.0
97,29,3.0,0.0
97,30,3.0,0.0
97,31,1.7,0.4830458915396479
97,32,3.0,0.0
98,1,4.0,0.0
98,2,4.0,0.0
98,3,1.0,0.0
98,4,2.0,0.0
98,5,2.3,0.48304589153964794
98,6,1.0,0.0
98,7,4.0,0.0
98,8,4.0,0.0
98,9,2.0,0.0
98,10,2.0,0.0
98,11,2.0,0.0
98,12,4.0,0.0
98,13,3.9,0.31622776601683794
98,14,2.0,0.0
98,15,3.0,0.0
98,16,2.0,0.0
98,17,4.4,0.5163977794943222
98,18,4.0,0.0
98,19,3.9,0.31622776601683794
98,20,3.5,0.5270462766947299
98,21,4.0,0.0
98,22,5.0,0.0
98,23,5.0,0.0
98,24,3.2,0.4216370213557839
98,25,4.0,0.0
98,26,1.9,0.9944289260117533
98,27,3.0,0.0
98,28,3.0,0.0
98,29,3.7,0.48304589153964794
98,30,3.6,0.5163977794943223
98,31,1.0,0.0
98,32,3.0,0.0
99,1,4.0,0.0
99,2,4.0,0.0
99,3,2.8,0.4216370213557839
99,4,2.9,0.31622776601683794
99,5,3.6,0.5163977794943223
99,6,1.1,0.31622776601683794
99,7,4.0,0.0
99,8,4.0,0.0
99,9,3.1,0.31622776601683794
99,10,3.6,0.5163977794943223
99,11,4.0,0.0
99,12,4.0,0.0
99,13,4.0,0.0
99,14,2.7,0.48304589153964794
99,15,4.0,0.0
99,16,2.6,0.5163977794943223
99,17,4.0,0.0
99,18,4.0,0.0
99,19,4.0,0.0
99,20,3.0,0.0
99,21,4.0,0.0
99,22,5.0,0.0
99,23,5.0,0.0
99,24,3.0,0.0
99,25,3.0,0.0
99,26,3.0,0.0
99,27,3.0,0.0
99,28,3.0,0.0
99,29,3.0,0.0
99,30,3.0,0.0
99,31,1.5,0.8498365855987975
99,32,3.0,0.0
