persona,question,average_score,uncertainty
98,32,0.1,0.31622776601683794
99,1,4.0,0.816496580927726
99,2,4.4,0.5163977794943222
99,3,-0.7,0.4830458915396479
99,4,2.0,0.0
99,5,2.0,0.0
99,6,0.0,0.0
99,7,4.0,0.0
99,8,3.7,0.9486832980505138
99,9,3.0,0.9428090415820634
99,10,2.0,0.0
99,11,0.0,0.0
99,12,3.0,1.0540925533894598
99,13,4.1,0.31622776601683794
99,14,1.8,0.6324555320336759
99,15,2.0,0.0
99,16,0.0,0.0
99,17,5.0,0.0
99,18,5.0,0.0
99,19,5.0,0.0
99,20,4.0,0.0
99,21,3.9,1.3703203194062976
99,22,5.0,0.0
99,23,5.0,0.0
99,24,4.2,0.4216370213557839
99,25,2.0,0.0
99,26,1.4,0.9660917830792958
99,27,0.0,0.0
99,28,0.0,0.0
99,29,5.0,0.0
99,30,2.0,0.0
99,31,0.0,0.0
99,32,1.6,0.8432740427115678
