persona,question,average_score,uncertainty,relative_score
76,11,5.0,0.0,0.0
76,12,5.0,0.0,0.0
76,13,4.0,0.0,1.0
76,14,5.0,0.0,1.0
76,15,5.0,0.0,1.7999999999999998
76,16,5.0,0.0,0.0
76,17,4.0,0.0,1.0
76,18,4.0,0.0,0.40000000000000036
76,19,5.0,0.0,1.0
76,20,5.0,0.0,1.2000000000000002
76,21,5.0,0.0,0.0
76,22,4.9,0.31622776601683794,0.09999999999999964
76,23,5.0,0.0,2.1
76,24,5.0,0.0,3.5
76,25,4.2,0.4216370213557839,1.2000000000000002
76,26,5.0,0.0,0.0
76,27,4.0,0.0,1.0
76,28,4.0,0.0,1.0
76,29,2.3,0.48304589153964794,1.2000000000000002
76,30,5.0,0.0,1.1
77,1,4.0,0.0,1.0
77,2,4.0,0.0,0.40000000000000036
77,3,4.0,0.0,1.0
77,4,3.0,0.0,0.8999999999999999
77,5,3.8,0.4216370213557839,0.7999999999999998
77,6,5.0,0.0,0.0
77,7,4.0,0.0,0.0
77,8,4.0,0.0,1.0
77,9,3.0,0.0,0.0
77,10,4.0,0.0,1.0
77,11,4.7,0.48304589153964794,0.2999999999999998
77,12,5.0,0.0,0.0
77,13,3.0,0.0,0.0
77,14,4.0,0.0,0.0
77,15,4.0,0.0,0.7999999999999998
77,16,5.0,0.0,0.0
77,17,5.0,0.0,0.0
77,18,4.0,0.0,0.40000000000000036
77,19,4.0,0.0,0.0
77,20,4.0,0.0,0.20000000000000018
77,21,5.0,0.0,0.0
77,22,5.0,0.0,0.0
77,23,4.0,0.0,1.1
77,24,2.0,0.0,0.5
77,25,2.7,0.48304589153964794,0.2999999999999998
77,26,5.0,0.0,0.0
77,27,4.0,0.0,1.0
77,28,3.5,0.5270462766947299,0.5
77,29,2.0,0.0,1.5
77,30,3.0,0.0,0.8999999999999999
78,1,4.0,0.0,1.0
78,2,4.0,0.0,0.40000000000000036
78,3,3.1,0.31622776601683794,0.10000000000000009
78,4,3.0,0.0,0.8999999999999999
78,5,3.0,0.0,0.0
78,6,4.1,0.31622776601683794,0.9000000000000004
78,7,4.0,0.0,0.0
78,8,4.0,0.0,1.0
78,9,3.8,0.4216370213557839,0.7999999999999998
78,10,3.0,0.0,0.0
78,11,4.0,0.0,1.0
78,12,5.0,0.0,0.0
78,13,2.6,0.5163977794943223,0.3999999999999999
78,14,4.0,0.0,0.0
78,15,3.0,0.0,0.20000000000000018
78,16,4.9,0.31622776601683794,0.09999999999999964
78,17,5.0,0.0,0.0
78,18,4.0,0.0,0.40000000000000036
78,19,4.0,0.0,0.0
78,20,3.0,0.0,0.7999999999999998
78,21,5.0,0.0,0.0
78,22,4.0,0.0,1.0
78,23,3.1,0.31622776601683794,0.20000000000000018
78,24,2.0,0.0,0.5
78,25,2.1,0.31622776601683794,0.8999999999999999
78,26,4.4,0.5163977794943222,0.5999999999999996
78,27,4.0,0.0,1.0
78,28,3.0,0.0,0.0
78,29,2.0,0.0,1.5
78,30,2.0,0.0,1.9
79,1,4.0,0.0,1.0
79,2,4.2,0.4216370213557839,0.20000000000000018
79,3,4.0,0.0,1.0
79,4,4.0,0.0,1.9
79,5,3.0,0.0,0.0
79,6,4.0,0.0,1.0
79,7,4.0,0.0,0.0
79,8,4.0,0.0,1.0
79,9,4.0,0.0,1.0
79,10,4.0,0.0,1.0
79,11,4.0,0.0,1.0
79,12,5.0,0.0,0.0
79,13,4.0,0.0,1.0
79,14,4.0,0.0,0.0
79,15,3.0,0.0,0.20000000000000018
79,16,5.0,0.0,0.0
79,17,5.0,0.0,0.0
79,18,4.0,0.0,0.40000000000000036
79,19,3.8,0.4216370213557839,0.20000000000000018
79,20,3.5,0.5270462766947299,0.2999999999999998
79,21,5.0,0.0,0.0
79,22,4.0,0.0,1.0
79,23,4.0,0.0,1.1
79,24,3.0,0.0,1.5
79,25,3.7,0.48304589153964794,0.7000000000000002
79,26,4.4,0.5163977794943222,0.5999999999999996
79,27,4.9,0.31622776601683794,0.09999999999999964
79,28,3.0,0.0,0.0
79,29,2.0,0.0,1.5
79,30,2.9,0.31622776601683794,1.0
80,1,4.0,0.0,1.0
80,2,5.0,0.0,0.5999999999999996
80,3,2.0,0.0,1.0
80,4,2.0,0.0,0.10000000000000009
80,5,2.0,0.0,1.0
80,6,5.0,0.0,0.0
80,7,4.3,0.48304589153964794,0.2999999999999998
80,8,3.0,0.0,0.0
80,9,3.0,0.0,0.0
80,10,2.0,0.0,1.0
80,11,4.0,0.0,1.0
80,12,5.0,0.0,0.0
80,13,2.0,0.0,1.0
80,14,4.0,0.0,0.0
80,15,3.0,0.0,0.20000000000000018
80,16,5.0,0.0,0.0
80,17,5.0,0.0,0.0
80,18,4.0,0.0,0.40000000000000036
80,19,3.0,0.0,1.0
80,20,3.0,0.0,0.7999999999999998
80,21,5.0,0.0,0.0
80,22,5.0,0.0,0.0
80,23,3.0,0.0,0.10000000000000009
80,24,3.0,0.0,1.5
80,25,2.0,0.0,1.0
80,26,5.0,0.0,0.0
80,27,5.0,0.0,0.0
80,28,4.0,0.0,1.0
80,29,0.6,0.9660917830792958,2.9
80,30,3.0,0.0,0.8999999999999999
81,1,3.0,0.0,2.0
81,2,3.0,0.0,1.4000000000000004
81,3,2.0,0.0,1.0
81,4,3.0,0.0,0.8999999999999999
81,5,3.0,0.0,0.0
81,6,4.0,0.0,1.0
81,7,3.2,0.4216370213557839,0.7999999999999998
81,8,3.0,0.0,0.0
81,9,2.0,0.0,1.0
81,10,3.0,0.0,0.0
81,11,4.0,0.0,1.0
81,12,3.5,0.5270462766947299,1.5
81,13,2.3,0.48304589153964794,0.7000000000000002
81,14,3.0,0.0,1.0
81,15,3.0,0.0,0.20000000000000018
81,16,2.0,0.0,3.0
81,17,2.0,0.0,3.0
81,18,2.0,0.0,2.4000000000000004
81,19,2.0,0.0,2.0
81,20,2.0,0.0,1.7999999999999998
81,21,2.9,0.5676462121975467,2.1
81,22,2.0,0.0,3.0
81,23,1.7,0.4830458915396479,1.2
81,24,2.0,0.0,0.5
81,25,1.4,0.5163977794943223,1.6
81,26,2.0,0.0,3.0
81,27,1.9,0.31622776601683794,3.1
81,28,1.0,0.0,2.0
81,29,1.0,0.0,2.5
81,30,2.0,0.0,1.9
82,1,4.0,0.0,1.0
82,2,4.0,0.0,0.40000000000000036
82,3,3.0,0.0,0.0
82,4,3.0,0.0,0.8999999999999999
82,5,4.0,0.0,1.0
82,6,4.0,0.0,1.0
82,7,4.0,0.0,0.0
82,8,4.0,0.0,1.0
82,9,4.0,0.0,1.0
82,10,3.0,0.0,0.0
82,11,4.0,0.0,1.0
82,12,4.0,0.0,1.0
82,13,3.0,0.0,0.0
82,14,4.0,0.0,0.0
82,15,2.0,0.0,1.2000000000000002
82,16,5.0,0.0,0.0
82,17,5.0,0.0,0.0
82,18,5.0,0.0,0.5999999999999996
82,19,4.0,0.0,0.0
82,20,4.0,0.0,0.20000000000000018
82,21,5.0,0.0,0.0
82,22,4.0,0.0,1.0
82,23,4.0,0.0,1.1
82,24,3.0,0.0,1.5
82,25,2.0,0.0,1.0
82,26,5.0,0.0,0.0
82,27,4.0,0.0,1.0
82,28,4.0,0.0,1.0
82,29,2.1,0.31622776601683794,1.4
82,30,3.0,0.0,0.8999999999999999
83,1,4.0,0.0,1.0
83,2,4.9,0.31622776601683794,0.5
83,3,4.0,0.0,1.0
83,4,3.0,0.0,0.8999999999999999
83,5,4.0,0.0,1.0
83,6,4.5,0.5270462766947299,0.5
83,7,4.0,0.0,0.0
83,8,4.0,0.0,1.0
83,9,4.0,0.0,1.0
83,10,3.0,0.0,0.0
83,11,4.0,0.0,1.0
83,12,5.0,0.0,0.0
83,13,4.0,0.0,1.0
83,14,4.0,0.0,0.0
83,15,3.2,0.4216370213557839,0.0
83,16,5.0,0.0,0.0
83,17,5.0,0.0,0.0
83,18,5.0,0.0,0.5999999999999996
83,19,4.0,0.0,0.0
83,20,3.0,0.0,0.7999999999999998
83,21,5.0,0.0,0.0
83,22,5.0,0.0,0.0
83,23,4.0,0.0,1.1
83,24,3.0,0.0,1.5
83,25,2.0,0.0,1.0
83,26,5.0,0.0,0.0
83,27,4.0,0.0,1.0
83,28,4.0,0.0,1.0
83,29,2.2,0.4216370213557839,1.2999999999999998
83,30,3.0,0.0,0.8999999999999999
84,1,4.0,0.0,1.0
84,2,4.0,0.0,0.40000000000000036
84,3,3.0,0.0,0.0
84,4,3.0,0.0,0.8999999999999999
84,5,3.0,0.0,0.0
84,6,4.0,0.0,1.0
84,7,4.0,0.0,0.0
84,8,4.0,0.0,1.0
84,9,3.0,0.0,0.0
84,10,3.9,0.31622776601683794,0.8999999999999999
84,11,4.0,0.0,1.0
84,12,4.0,0.0,1.0
84,13,3.0,0.0,0.0
84,14,4.0,0.0,0.0
84,15,4.0,0.0,0.7999999999999998
84,16,5.0,0.0,0.0
84,17,5.0,0.0,0.0
84,18,4.0,0.0,0.40000000000000036
84,19,4.0,0.0,0.0
84,20,4.0,0.0,0.20000000000000018
84,21,5.0,0.0,0.0
84,22,4.0,0.0,1.0
84,23,4.0,0.0,1.1
84,24,2.6,0.5163977794943223,1.1
84,25,2.2,0.4216370213557839,0.7999999999999998
84,26,5.0,0.0,0.0
84,27,4.8,0.4216370213557839,0.20000000000000018
84,28,3.0,0.0,0.0
84,29,1.3,0.4830458915396479,2.2
84,30,3.0,0.0,0.8999999999999999
85,1,4.0,0.0,1.0
85,2,4.0,0.0,0.40000000000000036
85,3,3.0,0.0,0.0
85,4,3.0,0.0,0.8999999999999999
85,5,3.0,0.0,0.0
85,6,4.0,0.0,1.0
85,7,4.0,0.0,0.0
85,8,3.9,0.31622776601683794,0.8999999999999999
85,9,3.0,0.0,0.0
85,10,3.0,0.0,0.0
85,11,4.0,0.0,1.0
85,12,4.3,0.48304589153964794,0.7000000000000002
85,13,2.4,0.5163977794943223,0.6000000000000001
85,14,4.0,0.0,0.0
85,15,3.0,0.0,0.20000000000000018
85,16,5.0,0.0,0.0
85,17,5.0,0.0,0.0
85,18,4.0,0.0,0.40000000000000036
85,19,4.0,0.0,0.0
85,20,4.0,0.0,0.20000000000000018
85,21,5.0,0.0,0.0
85,22,4.0,0.0,1.0
85,23,4.0,0.0,1.1
85,24,3.0,0.0,1.5
85,25,3.2,0.4216370213557839,0.20000000000000018
85,26,5.0,0.0,0.0
85,27,4.0,0.0,1.0
85,28,4.0,0.0,1.0
85,29,3.0,0.0,0.5
85,30,3.0,0.0,0.8999999999999999
86,1,3.0,0.0,2.0
86,2,4.0,0.0,0.40000000000000036
86,3,2.0,0.0,1.0
86,4,2.0,0.0,0.10000000000000009
86,5,2.0,0.0,1.0
86,6,3.0,0.0,2.0
86,7,3.0,0.0,1.0
86,8,2.0,0.0,1.0
86,9,2.0,0.0,1.0
86,10,0.2,0.6324555320336759,2.8
86,11,3.0,0.0,2.0
86,12,5.0,0.0,0.0
86,13,1.3,0.9486832980505138,1.7
86,14,2.8,0.4216370213557839,1.2000000000000002
86,15,0.0,0.0,3.2
86,16,2.0,0.0,3.0
86,17,4.0,0.0,1.0
86,18,2.0,0.0,2.4000000000000004
86,19,1.9,0.31622776601683794,2.1
86,20,2.0,0.0,1.7999999999999998
86,21,5.0,0.0,0.0
86,22,2.0,0.0,3.0
86,23,2.0,0.0,0.8999999999999999
86,24,0.0,0.0,1.5
86,25,0.2,0.6324555320336759,2.8
86,26,2.7,0.48304589153964794,2.3
86,27,2.0,0.0,3.0
86,28,2.0,0.0,1.0
86,29,0.5,0.5270462766947299,3.0
86,30,0.0,0.0,3.9
87,1,4.0,0.0,1.0
87,2,4.0,0.0,0.40000000000000036
87,3,4.0,0.0,1.0
87,4,4.0,0.0,1.9
87,5,4.0,0.0,1.0
87,6,5.0,0.0,0.0
87,7,4.0,0.0,0.0
87,8,4.0,0.0,1.0
87,9,3.0,0.0,0.0
87,10,3.9,0.31622776601683794,0.8999999999999999
87,11,5.0,0.0,0.0
87,12,5.0,0.0,0.0
87,13,4.0,0.0,1.0
87,14,4.0,0.0,0.0
87,15,4.0,0.0,0.7999999999999998
87,16,5.0,0.0,0.0
87,17,5.0,0.0,0.0
87,18,5.0,0.0,0.5999999999999996
87,19,4.0,0.0,0.0
87,20,4.0,0.0,0.20000000000000018
87,21,5.0,0.0,0.0
87,22,5.0,0.0,0.0
87,23,4.0,0.0,1.1
87,24,4.0,0.0,2.5
87,25,3.0,0.0,0.0
87,26,3.0,0.0,2.0
87,27,4.5,0.5270462766947299,0.5
87,28,4.0,0.0,1.0
87,29,4.0,0.0,0.5
87,30,3.4,0.5163977794943223,0.5
88,1,5.0,0.0,0.0
88,2,5.0,0.0,0.5999999999999996
88,3,4.0,0.0,1.0
88,4,4.0,0.0,1.9
88,5,4.0,0.0,1.0
88,6,5.0,0.0,0.0
88,7,4.2,0.4216370213557839,0.20000000000000018
88,8,4.1,0.31622776601683794,1.0999999999999996
88,9,4.0,0.0,1.0
88,10,4.0,0.0,1.0
88,11,5.0,0.0,0.0
88,12,5.0,0.0,0.0
88,13,4.0,0.0,1.0
88,14,4.0,0.0,0.0
88,15,4.0,0.0,0.7999999999999998
88,16,5.0,0.0,0.0
88,17,5.0,0.0,0.0
88,18,5.0,0.0,0.5999999999999996
88,19,4.0,0.0,0.0
88,20,5.0,0.0,1.2000000000000002
88,21,5.0,0.0,0.0
88,22,5.0,0.0,0.0
88,23,4.0,0.0,1.1
88,24,2.9,0.31622776601683794,1.4
88,25,3.0,0.0,0.0
88,26,5.0,0.0,0.0
88,27,5.0,0.0,0.0
88,28,4.0,0.0,1.0
88,29,2.0,0.0,1.5
88,30,4.0,0.0,0.10000000000000009
89,1,4.0,0.0,1.0
89,2,4.0,0.0,0.40000000000000036
89,3,2.0,0.0,1.0
89,4,3.0,0.0,0.8999999999999999
89,5,4.0,0.0,1.0
89,6,4.0,0.0,1.0
89,7,4.0,0.0,0.0
89,8,4.0,0.0,1.0
89,9,3.0,0.0,0.0
89,10,4.0,0.0,1.0
89,11,4.0,0.0,1.0
89,12,4.6,0.5163977794943222,0.40000000000000036
89,13,4.0,0.0,1.0
89,14,4.0,0.0,0.0
89,15,4.0,0.0,0.7999999999999998
89,16,5.0,0.0,0.0
89,17,5.0,0.0,0.0
89,18,4.0,0.0,0.40000000000000036
89,19,3.8,0.4216370213557839,0.20000000000000018
89,20,4.0,0.0,0.20000000000000018
89,21,5.0,0.0,0.0
89,22,4.8,0.4216370213557839,0.20000000000000018
89,23,3.0,0.0,0.10000000000000009
89,24,3.0,0.0,1.5
89,25,2.5,0.5270462766947299,0.5
89,26,5.0,0.0,0.0
89,27,4.0,0.0,1.0
89,28,4.0,0.0,1.0
89,29,1.4,0.9660917830792958,2.1
89,30,2.9,0.31622776601683794,1.0
90,1,4.0,0.0,1.0
90,2,4.0,0.0,0.40000000000000036
90,3,2.0,0.0,1.0
90,4,2.4,0.5163977794943223,0.2999999999999998
90,5,2.0,0.0,1.0
90,6,4.0,0.0,1.0
90,7,4.0,0.0,0.0
90,8,3.0,0.0,0.0
90,9,3.0,0.0,0.0
90,10,2.0,0.0,1.0
90,11,4.0,0.0,1.0
90,12,4.5,0.5270462766947299,0.5
90,13,2.0,0.0,1.0
90,14,3.7,0.48304589153964794,0.2999999999999998
90,15,2.0,0.0,1.2000000000000002
90,16,4.0,0.0,1.0
90,17,5.0,0.0,0.0
90,18,3.0,0.0,1.4000000000000004
90,19,3.0,0.0,1.0
90,20,3.0,0.0,0.7999999999999998
90,21,5.0,0.0,0.0
90,22,4.0,0.0,1.0
90,23,3.0,0.0,0.10000000000000009
90,24,2.0,0.0,0.5
90,25,2.0,0.0,1.0
90,26,4.8,0.4216370213557839,0.20000000000000018
90,27,4.0,0.0,1.0
90,28,4.0,0.0,1.0
90,29,2.0,0.0,1.5
90,30,3.0,0.0,0.8999999999999999
91,1,4.2,0.4216370213557839,0.7999999999999998
91,2,5.0,0.0,0.5999999999999996
91,3,4.0,0.0,1.0
91,4,4.0,0.0,1.9
91,5,3.0,0.0,0.0
91,6,5.0,0.0,0.0
91,7,4.0,0.0,0.0
91,8,4.0,0.0,1.0
91,9,4.0,0.0,1.0
91,10,4.0,0.0,1.0
91,11,4.1,0.31622776601683794,0.9000000000000004
91,12,5.0,0.0,0.0
91,13,3.0,0.0,0.0
91,14,4.0,0.0,0.0
91,15,3.0,0.0,0.20000000000000018
91,16,5.0,0.0,0.0
91,17,5.0,0.0,0.0
91,18,4.0,0.0,0.40000000000000036
91,19,3.9,0.31622776601683794,0.10000000000000009
91,20,3.1,0.31622776601683794,0.6999999999999997
91,21,5.0,0.0,0.0
91,22,5.0,0.0,0.0
91,23,3.3,0.48304589153964794,0.3999999999999999
91,24,3.2,0.4216370213557839,1.7000000000000002
91,25,2.0,0.0,1.0
91,26,5.0,0.0,0.0
91,27,5.0,0.0,0.0
91,28,3.2,0.4216370213557839,0.20000000000000018
91,29,2.0,0.0,1.5
91,30,2.7,0.48304589153964794,1.1999999999999997
92,1,4.0,0.0,1.0
92,2,5.0,0.0,0.5999999999999996
92,3,4.0,0.0,1.0
92,4,3.0,0.0,0.8999999999999999
92,5,3.0,0.0,0.0
92,6,5.0,0.0,0.0
92,7,4.0,0.0,0.0
92,8,4.0,0.0,1.0
92,9,4.0,0.0,1.0
92,10,3.0,0.0,0.0
92,11,4.0,0.0,1.0
92,12,5.0,0.0,0.0
92,13,3.0,0.0,0.0
92,14,4.0,0.0,0.0
92,15,4.0,0.0,0.7999999999999998
92,16,5.0,0.0,0.0
92,17,5.0,0.0,0.0
92,18,4.0,0.0,0.40000000000000036
92,19,4.0,0.0,0.0
92,20,3.8,0.4216370213557839,0.0
92,21,5.0,0.0,0.0
92,22,5.0,0.0,0.0
92,23,3.0,0.0,0.10000000000000009
92,24,3.0,0.0,1.5
92,25,2.0,0.0,1.0
92,26,5.0,0.0,0.0
92,27,5.0,0.0,0.0
92,28,4.0,0.0,1.0
92,29,2.0,0.0,1.5
92,30,4.0,0.0,0.10000000000000009
93,1,4.0,0.0,1.0
93,2,4.0,0.0,0.40000000000000036
93,3,4.0,0.0,1.0
93,4,3.0,0.0,0.8999999999999999
93,5,4.0,0.0,1.0
93,6,4.5,0.5270462766947299,0.5
93,7,4.0,0.0,0.0
93,8,4.0,0.0,1.0
93,9,4.0,0.0,1.0
93,10,4.0,0.0,1.0
93,11,4.0,0.0,1.0
93,12,5.0,0.0,0.0
93,13,3.0,0.0,0.0
93,14,4.0,0.0,0.0
93,15,4.0,0.0,0.7999999999999998
93,16,5.0,0.0,0.0
93,17,5.0,0.0,0.0
93,18,4.0,0.0,0.40000000000000036
93,19,4.0,0.0,0.0
93,20,4.0,0.0,0.20000000000000018
93,21,5.0,0.0,0.0
93,22,5.0,0.0,0.0
93,23,4.0,0.0,1.1
93,24,3.1,0.31622776601683794,1.6
93,25,3.0,0.0,0.0
93,26,5.0,0.0,0.0
93,27,4.0,0.0,1.0
93,28,4.0,0.0,1.0
93,29,2.0,0.0,1.5
93,30,4.0,0.0,0.10000000000000009
94,1,4.0,0.0,1.0
94,2,4.6,0.5163977794943222,0.1999999999999993
94,3,2.0,0.0,1.0
94,4,2.0,0.0,0.10000000000000009
94,5,2.0,0.0,1.0
94,6,4.0,0.0,1.0
94,7,4.0,0.0,0.0
94,8,2.6,0.5163977794943223,0.3999999999999999
94,9,3.0,0.0,0.0
94,10,1.6,0.8432740427115679,1.4
94,11,3.8,0.4216370213557839,1.2000000000000002
94,12,4.5,0.5270462766947299,0.5
94,13,2.0,0.0,1.0
94,14,4.0,0.0,0.0
94,15,0.0,0.0,3.2
94,16,5.0,0.0,0.0
94,17,5.0,0.0,0.0
94,18,3.2,0.4216370213557839,1.2000000000000002
94,19,3.8,0.4216370213557839,0.20000000000000018
94,20,3.0,0.0,0.7999999999999998
94,21,5.0,0.0,0.0
94,22,4.0,0.0,1.0
94,23,3.0,0.0,0.10000000000000009
94,24,0.0,0.0,1.5
94,25,2.4,0.5163977794943223,0.6000000000000001
94,26,4.2,0.4216370213557839,0.7999999999999998
94,27,4.0,0.0,1.0
94,28,3.1,0.31622776601683794,0.10000000000000009
94,29,0.0,0.0,3.5
94,30,0.6,1.2649110640673518,3.3
95,1,4.0,0.0,1.0
95,2,4.7,0.48304589153964794,0.2999999999999998
95,3,3.0,0.0,0.0
95,4,3.0,0.0,0.8999999999999999
95,5,3.0,0.0,0.0
95,6,4.0,0.0,1.0
95,7,4.0,0.0,0.0
95,8,4.0,0.0,1.0
95,9,3.0,0.0,0.0
95,10,3.5,0.5270462766947299,0.5
95,11,4.0,0.0,1.0
95,12,5.0,0.0,0.0
95,13,3.0,0.0,0.0
95,14,4.0,0.0,0.0
95,15,3.0,0.0,0.20000000000000018
95,16,5.0,0.0,0.0
95,17,5.0,0.0,0.0
95,18,4.0,0.0,0.40000000000000036
95,19,3.0,0.0,1.0
95,20,3.3,0.48304589153964794,0.5
95,21,5.0,0.0,0.0
95,22,4.0,0.0,1.0
95,23,3.0,0.0,0.10000000000000009
95,24,0.9,1.4491376746189437,0.6
95,25,2.0,0.0,1.0
95,26,5.0,0.0,0.0
95,27,3.7,0.48304589153964794,1.2999999999999998
95,28,3.0,0.0,0.0
95,29,0.4,0.8432740427115679,3.1
95,30,2.9,0.31622776601683794,1.0
96,1,4.0,0.0,1.0
96,2,4.0,0.0,0.40000000000000036
96,3,3.9,0.31622776601683794,0.8999999999999999
96,4,3.0,0.0,0.8999999999999999
96,5,4.0,0.0,1.0
96,6,4.1,0.31622776601683794,0.9000000000000004
96,7,4.0,0.0,0.0
96,8,4.0,0.0,1.0
96,9,3.0,0.0,0.0
96,10,3.4,0.5163977794943223,0.3999999999999999
96,11,4.0,0.0,1.0
96,12,4.9,0.31622776601683794,0.09999999999999964
96,13,4.0,0.0,1.0
96,14,4.0,0.0,0.0
96,15,4.0,0.0,0.7999999999999998
96,16,5.0,0.0,0.0
96,17,5.0,0.0,0.0
96,18,4.0,0.0,0.40000000000000036
96,19,4.0,0.0,0.0
96,20,3.7,0.48304589153964794,0.09999999999999964
96,21,5.0,0.0,0.0
96,22,5.0,0.0,0.0
96,23,4.0,0.0,1.1
96,24,3.0,0.0,1.5
96,25,3.0,0.0,0.0
96,26,4.7,0.48304589153964794,0.2999999999999998
96,27,4.0,0.0,1.0
96,28,4.0,0.0,1.0
96,29,3.9,0.31622776601683794,0.3999999999999999
96,30,3.0,0.0,0.8999999999999999
97,1,4.0,0.0,1.0
97,2,4.0,0.0,0.40000000000000036
97,3,4.0,0.0,1.0
97,4,3.0,0.0,0.8999999999999999
97,5,4.0,0.0,1.0
97,6,5.0,0.0,0.0
97,7,4.0,0.0,0.0
97,8,4.0,0.0,1.0
97,9,3.0,0.0,0.0
97,10,4.0,0.0,1.0
97,11,5.0,0.0,0.0
97,12,5.0,0.0,0.0
97,13,4.0,0.0,1.0
97,14,4.0,0.0,0.0
97,15,4.0,0.0,0.7999999999999998
97,16,5.0,0.0,0.0
97,17,5.0,0.0,0.0
97,18,4.0,0.0,0.40000000000000036
97,19,4.0,0.0,0.0
97,20,4.0,0.0,0.20000000000000018
97,21,5.0,0.0,0.0
97,22,4.7,0.48304589153964794,0.2999999999999998
97,23,4.0,0.0,1.1
97,24,3.0,0.0,1.5
97,25,2.1,0.31622776601683794,0.8999999999999999
97,26,4.1,0.31622776601683794,0.9000000000000004
97,27,4.0,0.0,1.0
97,28,4.0,0.0,1.0
97,29,4.0,0.0,0.5
97,30,3.0,0.0,0.8999999999999999
98,1,5.0,0.0,0.0
98,2,5.0,0.0,0.5999999999999996
98,3,2.5,0.5270462766947299,0.5
98,4,3.0,0.0,0.8999999999999999
98,5,4.0,0.0,1.0
98,6,5.0,0.0,0.0
98,7,4.0,0.0,0.0
98,8,3.7,0.48304589153964794,0.7000000000000002
98,9,3.0,0.0,0.0
98,10,3.1,0.31622776601683794,0.10000000000000009
98,11,4.2,0.4216370213557839,0.7999999999999998
98,12,5.0,0.0,0.0
98,13,3.0,0.0,0.0
98,14,4.0,0.0,0.0
98,15,3.1,0.31622776601683794,0.10000000000000009
98,16,5.0,0.0,0.0
98,17,5.0,0.0,0.0
98,18,4.0,0.0,0.40000000000000036
98,19,3.4,0.5163977794943223,0.6000000000000001
98,20,3.0,0.0,0.7999999999999998
98,21,5.0,0.0,0.0
98,22,4.0,0.0,1.0
98,23,3.0,0.0,0.10000000000000009
98,24,3.0,0.0,1.5
98,25,2.0,0.0,1.0
98,26,5.0,0.0,0.0
98,27,4.0,0.0,1.0
98,28,4.0,0.0,1.0
98,29,1.3,0.48304589153964794,2.2
98,30,3.0,0.0,0.8999999999999999
99,1,4.0,0.0,1.0
99,2,5.0,0.0,0.5999999999999996
99,3,4.0,0.0,1.0
99,4,3.0,0.0,0.8999999999999999
99,5,4.0,0.0,1.0
99,6,5.0,0.0,0.0
99,7,4.0,0.0,0.0
99,8,4.0,0.0,1.0
99,9,4.0,0.0,1.0
99,10,3.7,0.48304589153964794,0.7000000000000002
99,11,4.0,0.0,1.0
99,12,5.0,0.0,0.0
99,13,4.0,0.0,1.0
99,14,4.0,0.0,0.0
99,15,4.0,0.0,0.7999999999999998
99,16,5.0,0.0,0.0
99,17,5.0,0.0,0.0
99,18,4.0,0.0,0.40000000000000036
99,19,4.0,0.0,0.0
99,20,4.0,0.0,0.20000000000000018
99,21,5.0,0.0,0.0
99,22,5.0,0.0,0.0
99,23,4.0,0.0,1.1
99,24,3.0,0.0,1.5
99,25,2.7,0.48304589153964794,0.2999999999999998
99,26,5.0,0.0,0.0
99,27,4.0,0.0,1.0
99,28,4.0,0.0,1.0
99,29,3.1,0.31622776601683794,0.3999999999999999
99,30,3.0,0.0,0.8999999999999999
